"","baseMean1","baseMean2","lfc1","lfc2","d0L1","d0R1","d0L2","d0R2","d0min"
"YNL181W_05",351.272509938923,219.105741931249,0.0967680699540782,0.0939188726192577,314,94,246,37,37
"YJL005W_04",1243.44211073212,219.067325917273,0.14486986901147,0.131824832566978,953,331,300,0,0
"YKL093W_01",399.277460076147,219.060846458006,-0.141113681287481,-0.144004198814879,1095,559,561,280,280
"YPL006W_05",227.79888454431,219.045075583006,-0.0867923587427736,-0.130748914075852,37,236,279,410,37
"YGL244W_05",648.260775452344,218.95498431741,0.0592567421988531,0.0383489223074911,829,176,128,216,128
"YIL049W_00",731.143913515477,218.94411617647,-0.0416839442898281,0.0373946001760204,400,1487,362,32,32
"YIL121W_02",796.696531608993,218.80924164831,0.00392846951438191,0.0660470755443353,1087,210,343,105,105
"YOR379C_02",301.719767312373,218.75324096919,-0.010452183994435,-0.107217007863552,199,412,553,31,31
"YDR360W_04",410.022254547455,218.730691762616,0.00202035094717407,0.053018116667451,514,442,226,177,177
"YJR160C_00",326.556983066033,218.689190133147,-0.115205241777546,-0.264389204292557,140,975,541,0,0
"YMR180C_09",240.569266337797,218.675156568188,-0.0871650330301502,-0.156661494628831,301,447,662,209,209
"YHR173C_06",327.899849841512,218.631400492287,0.0764505979924788,0.190060937862984,17,659,187,0,0
"YBR070C_01",789.044837637423,218.603816378572,0.135051443479461,0.0569156193624951,609,214,843,0,0
"YML060W_06",484.086664719075,218.59434363042,-0.0837647894401386,-0.00989921763434614,1668,28,282,246,28
"YEL026W_05",283.494108210629,218.564337490907,0.0414427196870473,0.0116005773240666,552,0,457,97,0
"YDR536W_00",553.586101740358,218.558011032208,0.0454349637367582,-0.0267393061561372,1125,0,99,306,0
"YMR221C_03",247.294883468171,218.5411187718,0.17298303945172,-0.0883588614104882,352,0,280,539,0
"YMR304W_06",1069.23826051891,218.527639087662,-0.0140107135161031,-0.249159889053474,1212,633,366,0,0
"YJR078W_07",647.177335421703,218.473801584106,0.0137282595178798,0.0880930785310666,672,421,0,411,0
"YLR078C_04",296.166289092574,218.426577751632,-0.117074606398397,-0.132308885780314,425,420,691,240,240
"YPR135W_04",827.742821762462,218.328340298017,-0.0370681883794413,-0.0795281799398874,118,1856,67,86,67
"YGR052W_05",712.676998147865,218.289840506831,0.0979290332832214,-0.0656601697357383,1166,0,3,531,0
"YOR339C_09",330.496561630657,218.255995133506,-0.0457328864100302,-0.349318786932999,355,566,86,602,86
"YCR081W_06",282.656548896969,218.200599031667,0.177687002331233,0.228844503389581,22,302,254,1,1
"YDR148C_05",1193.87708582835,218.166922268789,0.0825353055128073,-0.104109978457293,1002,798,539,0,0
"YJL112W_09",256.773277411237,218.155015061477,-0.0656726311441408,0.079566865758636,245,405,44,357,44
"YDR309C_03",2427.61728591992,218.093082226782,-0.0418757014616742,0.0230549039047455,2384,2601,3,305,3
"YOL142W_05",275.116084495383,218.088258722217,-0.251955274524414,-0.22143867691354,462,1090,922,237,237
"YDL083C_03",460.952519253893,218.077169602029,-0.0860924603731477,-0.022791324656662,860,390,1,522,1
"YKL166C_09",531.324901793269,218.068107557608,0.109245620321966,-0.149300652745272,422,99,50,402,50
"YHL036W_02",1515.5993656418,218.041456177353,-0.0616062489464018,-0.00808447060333338,349,2425,524,0,0
"YMR271C_07",286.146662967437,217.983661494646,-0.181932831601906,-0.215979843088634,572,534,502,505,502
"YAL007C_04",473.204007986448,217.929374378707,0.11842786565563,-0.506506694008367,555,142,82,499,82
"YPR050C_06",3329.74480976517,217.812352498,0.0871342857064478,-0.117183160307671,2412,2171,383,87,87
"YHL030W_06",887.686714839914,217.786678712033,-0.00344661498082064,-0.0255873993659099,123,1595,236,353,123
"YLR027C_08",559.740958805899,217.648329318045,-0.16588102521634,-0.100281059860912,1024,1139,106,467,106
"YJR010W_05",387.435421658622,217.608281854134,-0.0361761001252235,0.025890053654629,243,890,334,191,191
"YDR482C_08",417.877777417867,217.587211038675,-0.127629971204907,-0.0967676629644471,739,202,284,0,0
"YOR379C_07",409.782874299267,217.547689497729,-0.0279702823096352,-0.0410782428404943,488,385,267,316,267
"YKL107W_03",701.038158322379,217.483779689278,0.0385180997118118,-0.113987277141571,177,272,223,70,70
"YKL165C-A_02",948.838723869528,217.412504011506,-0.0473402342856324,-0.315026848365383,1592,1170,391,666,391
"YOR387C_04",513.976391419747,217.365162984737,0.00207939669648853,-0.0944530144318176,679,468,403,255,255
"YER017C_07",823.047038567099,217.286966854972,-0.0152119196566852,-0.204517185107537,324,1558,615,44,44
"YDR049W_00",276.464831193039,217.226758863758,-0.475809398341317,-0.237402101891596,549,976,797,421,421
"YOR083W_06",751.430815193246,217.222624021443,-0.218213017386066,-0.325134638651928,3836,168,161,893,161
"YDR029W_01",289.234903635931,217.195016454672,0.0808364399744529,-0.0242361915530402,170,133,763,0,0
"YDR290W_07",488.831042571511,217.190822636552,-0.138292388202897,-0.0809011300124104,104,1059,677,0,0
"YHR108W_04",1591.74486599155,217.182214413993,0.0620026907461115,-0.0499371820866897,1285,1448,275,224,224
"YOR242C_07",330.584938656881,217.145710581337,-0.0862234281687595,-0.0713937466381193,951,79,147,416,79
"YBR134W_03",274.758611677925,217.117845537929,0.0835419291544565,0.169532796080216,266,34,190,57,34
"YLR427W_03",318.284281876641,217.053581088348,-0.0165765917904305,-0.0498986470158852,454,249,388,350,249
"YDR485C_01",420.756052387904,216.980924109291,0.0717951270072889,-0.355459277905003,241,310,352,56,56
"YLR173W_02",268.648589931951,216.954425110677,-0.137146814760848,-0.361238953792322,817,274,812,15,15
"YKR090W_00",450.964893913524,216.937112463941,0.021001874484262,0.0237512896204954,32,483,136,236,32
"YGR048W_01",232.608171174708,216.910036904913,-0.145988267419362,-0.0547907593441615,281,633,43,489,43
"YOL041C_05",325.212819012536,216.905709937363,-0.0746829004199573,0.0410302401705269,617,283,1,327,1
"YOL039W_02",909.778266943218,216.89863210587,-0.152121120432464,0.223881565000036,347,2268,168,22,22
"YFL021C-A_04",352.2198285614,216.885771013672,-0.348726368276146,-0.0267357004100234,27,613,241,374,27
"YPL112C_03",233.616065267406,216.867858128658,-0.0665446677558948,0.0607405785695997,244,598,362,0,0
"YHR139C-A_01",418.283302829862,216.843743512611,0.00449354091666342,0.0295115424150338,457,463,219,346,219
"YOL020W_00",497.905769412701,216.822501055105,0.0714211609850031,-0.255903694166371,29,761,549,46,29
"YDR316W_06",596.470956445748,216.795545210655,-0.0772297574692971,-0.383998210853901,1349,434,60,340,60
"YER180C-A_06",387.612967621175,216.788858367364,-0.115449487950992,-0.230620721745175,975,575,2,199,2
"YLR373C_07",224.111557082045,216.769966703591,0.141235526148331,-0.0451725404423722,102,101,193,324,101
"YPL131W_04",258.665072378192,216.747097927877,0.0865369011705629,0.261643064422192,33,478,624,0,0
"YAL026C-A_03",883.031153148585,216.731712059638,0.109278974178596,0.00700759046042611,469,449,109,397,109
"YDR310C_09",250.945486191618,216.717069939565,-0.22077096556431,-0.530126621328256,514,687,137,1072,137
"YKL098W_04",223.99466769717,216.705377912671,0.0911209532479548,-0.123798682203603,376,0,1,621,0
"YGL013C_02",315.184787715964,216.701464069959,-0.0323700570811134,-0.157302490877391,328,403,294,307,294
"YGR037C_06",1388.52387672388,216.684380878317,0.147867002313814,0.00168005740207162,1649,233,382,146,146
"YBR200W-A_04",618.013449311654,216.604382461388,-0.0274738476222648,-0.0677893284303013,1855,50,73,554,50
"YOL152W_04",764.233185437957,216.604134181067,0.0665203359047658,-0.040092853744506,736,433,699,60,60
"YML049C_08",282.684435443909,216.589771721571,-0.0176705285439929,0.00577323299487847,189,304,57,761,57
"YLR085C_04",255.738314252122,216.566213247493,0.0568010414281128,0.0702606352889136,513,0,154,218,0
"YDR118W-A_08",1613.92368175364,216.55595045296,0.0208747783303503,-0.0653255996692623,1076,2683,535,39,39
"YDR019C_04",378.621332731663,216.55109359207,-0.121686761015235,-0.0674826796554566,645,629,80,382,80
"YPL054W_02",254.781321810398,216.527692365953,0.160389139854161,0.0305933904992357,316,0,312,98,0
"YOL091W_03",275.834645382393,216.508374564469,0.201406506806062,0.215918719705332,529,7,136,31,7
"YMR135C_01",387.458567318789,216.48942190983,-0.0598326055589779,-0.267109325438605,599,398,17,610,17
"YJL011C_02",652.689985139232,216.473325284292,0.0231129306957641,0.0411416401969902,2682,0,418,63,0
"YDR220C_05",302.783370904706,216.447440219218,-0.0129413264764693,-0.0804240743220462,332,267,433,0,0
"YLR101C_00",399.047592437684,216.366472405843,-0.0975379245193298,-0.0418009255042132,407,783,355,168,168
"YGL035C_07",402.287255676249,216.337342537103,-0.103294899472993,-0.141443998079409,437,1337,461,265,265
"YBR152W_07",357.289002530526,216.331167321542,-0.0352468016224149,0.00762978151741385,55,698,85,343,55
"YDR325W_01",773.884129767739,216.307105790625,-0.0322275704361142,0.0684048775220279,522,1123,339,0,0
"YDR267C_03",787.361541821523,216.296594306378,0.060057579821158,0.0520829472553933,713,447,259,0,0
"YML076C_09",712.108240959424,216.189606488026,-0.025496522979863,-0.0788420889925306,900,819,331,304,304
"YPR152C_00",764.051034395579,216.155850141053,0.0217836673501854,0.00233242701491736,538,1063,608,0,0
"YDR491C_04",392.401573443846,216.151457569214,0.0648753039482491,0.19931273766783,852,101,369,1,1
"YPR163C_00",283.581285026433,216.057711152781,0.0827298347506315,0.0181677863319865,529,44,342,53,44
"YPR014C_02",230.01687915407,215.958458523367,0.132621500674546,-0.0228330347562325,220,81,294,0,0
"YJR160C_03",1232.19305173861,215.929578726464,0.0209362161215784,0.0369796357961448,2183,395,373,149,149
"YBR060C_09",392.862926368605,215.903541626104,-0.637781835740915,-0.802944800554976,2030,1193,1299,516,516
"YCL069W_02",262.321924309057,215.871541243052,0.0549586339750492,-0.225162779090777,0,511,10,463,0
"YLR434C_01",293.760475835162,215.835479414918,-0.0575710230165058,-0.283684533264155,484,365,111,809,111
"YBL003C_01",558.904655511275,215.762621253877,-0.0283285283113684,-0.012540314510665,3,958,289,236,3
"YHL042W_01",669.29565947461,215.753244768636,0.0709761214327286,-0.251450242888628,782,351,88,239,88
"YDR389W_05",567.474454314321,215.694630885466,-0.0161402329322186,-0.0794109401115079,871,488,232,146,146
"YOL037C_02",475.511212183162,215.685500853425,-0.342676755177572,0.019172946169777,27,643,1015,0,0
"YLR326W_03",1128.89021938725,215.664821567414,0.0916361532199386,0.164582349873488,186,1184,192,0,0
"YMR272C_00",655.118197565516,215.658188342851,0.110560556737017,-0.00362456732245188,108,595,425,96,96
"YER082C_00",243.084689450508,215.658076365883,-0.133035066829133,-0.168025324399809,297,419,342,294,294
"YFL020C_07",567.42048836729,215.577245720738,0.0334732538788236,-0.0817245599117142,233,811,495,185,185
"YJL028W_01",279.223983730302,215.503644991204,-0.25139086040614,-0.168493850375206,514,885,267,490,267
"YER190W_09_DEGEN",215.961503000458,215.444543873594,-0.0785387415239467,0.11632555161922,283,388,0,142,0
"YIR010W_06",875.569131274994,215.356285088231,0.184875938868062,-0.048688292886112,1106,0,95,697,0
"YKL039W_02",899.951614234755,215.326190262106,-0.050218511713617,-0.00763978447991567,154,1586,3,184,3
"YBL106C_06",440.001098808412,215.29168170603,0.0350298770727854,0.0621984998623398,233,552,301,158,158
"YDL211C_03",766.62639020552,215.279316825056,0.0193982401499937,0.0349326565945763,550,920,524,0,0
"YFL019C_03",998.071165815497,215.250522561785,-0.0904142720053117,-0.0573757370546768,491,2398,293,286,286
"YDR119W_02",242.218341964192,215.230617434148,-0.141579216885424,-0.175902051071044,1147,1,283,510,1
"YBR040W_07",1080.47799519073,215.155653638828,0.10842298196646,0.0678662382901197,1562,0,356,70,0
"YIL068C_01",373.960868211931,215.132190090313,-0.15393104929939,-0.166269759505758,1285,122,301,623,122
"YKL148C_07",313.689762511123,215.029912339635,0.0426538652298178,0.0733711227080632,255,184,1,449,1
"YIL033C_00",241.779765219323,215.025564196252,-0.0153486425391362,-0.32932521359315,256,367,15,1202,15
"YNL154C_07",222.783760806232,215.008755452719,-0.0528480964936267,-0.00621357188331272,174,451,211,192,174
"YEL044W_00",281.995581351204,214.962599544884,0.0225576070854127,0.0266316972339966,38,677,562,0,0
"YGR085C_06",508.080525073518,214.939697863953,-0.256231381990725,-0.594839594852298,263,1899,229,783,229
"YNL147W_09",245.593501162354,214.93084428923,0.125719335338049,-0.0184033986346731,1,268,648,0,0
"YLR414C_03",963.223118756227,214.922795718458,0.0948901359968419,-0.0981267424150114,1237,72,208,363,72
"YAL063C-A_00",829.07201738835,214.908309442218,-0.0027192590182192,-0.0946939673593548,1226,416,118,408,118
"YNL100W_08",479.252601546816,214.907243083157,0.00235964629353136,0.141078705520824,58,661,328,0,0
"YNL126W_09",265.309783643487,214.906777334166,0.0279605047981499,-0.223887292292133,111,315,71,291,71
"YER100W_08",256.1640481989,214.813523593253,-0.057962180184641,-0.178095448787807,253,304,467,481,253
"YGR293C_03_DEGEN",278.86740407989,214.811535782736,-0.380208863280755,-0.0616580275746211,30,1108,147,444,30
"YPR020W_05",249.304385738937,214.739772962718,-0.291408875311632,-0.0775923056668937,428,0,678,0,0
"YJR011C_04",548.800234379049,214.700365214343,0.114817903995655,-0.0729628177419185,73,653,264,352,73
"YPL255W_03",278.760305787421,214.693054036842,-0.0165752190544283,-0.217043137187535,177,496,561,438,177
"YLR140W_06",988.908952187825,214.625066856747,0.0740269456556156,-0.0269843318324325,1196,272,404,79,79
"YOR011W-A_04",383.018050998824,214.583810610779,0.0345512831333245,0.104724993268851,507,162,309,0,0
"YOR374W_04",1520.24557181239,214.582269559926,0.0545944090455799,-0.0715678017791092,198,2370,54,427,54
"YLR201C_03",1004.34348287765,214.480126889977,0.113264873028129,-0.0256877662930962,43,1256,140,441,43
"YPL098C_02",1588.60890595512,214.476516516342,-0.0149166542094841,0.0155499830029908,1071,2075,20,452,20
"YDR119W-A_06",281.549673830707,214.466261713159,0.00997248987938393,0.0649174525164454,316,444,280,0,0
"YMR049C_06",267.110720320678,214.411278235519,-0.024975902847621,-0.437378398864147,336,335,126,621,126
"YKR016W_09",562.506519032729,214.411253745187,-0.0209367551910194,0.029430701084334,589,762,369,193,193
"YOR087W_05",220.123425117496,214.404765709418,-0.210773614454493,-0.573082855020818,1373,0,824,688,0
"YHL035C_00",413.911303201194,214.37829224072,-0.203451134195279,-0.108129797956517,664,664,550,324,324
"YGR200C_05",721.410267746254,214.367782082607,0.0383462247961459,-0.120936351174434,591,768,268,0,0
"YOR022C_00",307.53587627436,214.365119258394,-0.141513571711599,0.039140035049383,407,354,289,117,117
"YKL061W_01",230.978185626122,214.343008036553,0.0577969398909747,-0.133554086949636,1,399,744,27,1
"YLR329W_09",1451.27247650384,214.296567151877,0.0462258924056414,0.00452908634055943,124,1489,262,210,124
"YLR198C_03",832.875571632599,214.260899848962,0.0148193430671253,-0.0464052593625853,1160,736,390,248,248
"YIL124W_05",991.879682407387,214.230011971887,0.114814742541852,0.168839901763391,1268,0,234,0,0
"YNR005C_07",373.226162249528,214.175793830065,-0.0796855437121126,-0.379390197448632,268,644,273,705,268
"YEL022W_01",377.099091665644,214.105955796841,0.0565444567657981,-0.0841536758292235,725,0,92,498,0
"YDL027C_02",1556.85726277727,214.07306750178,0.158796781901209,-0.125616873084136,181,1248,269,100,100
"YGR175C_04",258.320035846744,214.043913007551,-0.0276526754091963,-0.277917071869305,387,181,180,233,180
"YMR231W_00",315.563372140026,213.993890126162,-0.344413303044708,-0.0771593236728047,495,61,134,419,61
"YER190C-A_03_DEGEN",1103.20544746701,213.973669627458,-0.0128582159794798,-0.0523034099743159,416,1572,192,410,192
"YPR009W_08",507.463305147555,213.973352089296,-0.0824436221376421,-0.183186614845561,1302,174,463,291,174
"YDR256C_03",554.382023225497,213.963398313531,0.0531605337877957,-0.400988432007547,779,217,35,750,35
"YOR201C_07",2199.06345861445,213.927997864902,-0.0298035606579954,-0.209082201868726,3543,207,431,472,207
"YDL110C_05",239.652770651634,213.918211518944,-0.480239194428678,0.0365329108261058,124,684,77,325,77
"YAL013W_00",639.095296468824,213.915412834269,-0.150580740269523,-0.0384158023314804,1035,772,167,279,167
"YIL029C_05",570.018417572159,213.908528987257,0.0555700503000343,-0.231682571666777,255,798,49,628,49
"YDL216C_07",257.496367493109,213.881934071196,-0.0313329706137402,-0.0137414132110785,479,262,278,105,105
"YDR153C_08",3715.8601305971,213.870954083964,0.0645839386685166,0.00213173666317787,4521,1070,302,159,159
"YIL156W-A_04",320.463234466351,213.860131193272,0.0598147239755075,-0.022960019923879,89,373,386,201,89
"YOR030W_09",316.093770003117,213.800393565926,0.0300024778451213,-0.139535054040205,2,567,241,604,2
"YGR063C_01",294.347700390822,213.729567074376,-0.052686098808443,0.0263074957237536,201,711,128,270,128
"YHR184W_06",312.784693836192,213.699932844918,-0.00853658654894539,-0.374707361904919,579,132,515,47,47
"YKL024C_07",584.649040834144,213.693890445836,0.062240387966241,-0.159547296564626,549,376,203,123,123
"YGR048W_06",485.768072252334,213.681890168945,-0.129408581878874,-0.144593808882782,98,889,26,492,26
"YJR104C_03",224.184575344409,213.627444577512,0.0394633268130825,0.0345572905056787,227,143,309,49,49
"YPR170W-B_07",577.97406453853,213.596485090073,0.139268323815696,0.0909693189404218,125,493,298,0,0
